Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-demographic dividend,PRE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.28886806,50.79133933,53.46162538,51.16191672,38.10546459,31.7854299,35.27573026,37.08923475,33.95289417,49.9085515,54.98572076,26.14720321,40.15535143,34.4360446,25.16742649,30.30143143,34.96734132,25.12992449,30.00951384,27.73641967,34.14815439,25.55932825,,,
Paraguay,PRY,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.959179492,4.251985993,3.960053234,3.539634649,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.10189174,10.50398739,12.79616355,11.76528489,11.62247984,16.88905303,61.67957547,36.14905671,30.14787558,24.90369884,29.37729572,25.30496307,24.87435299,23.4194489,24.02781991,22.78290457,23.89854284,22.00604983,24.12878224,22.94656132,21.93072052,22.1927413,
Pacific island small states,PSS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,27.75400368,31.63440394,26.19839059,23.54588161,25.58494279,30.12602695,27.95660074,31.06465834,37.18477969,35.30220607,47.90477406,53.96600777,55.83727762,60.60445402,69.20849427,51.11309396,56.85868928,50.11215413,61.92313613,60.98172878,65.38940356,74.29799966,85.3966585,96.18629619,123.0940412,111.9402691,97.41647689,78.69579922,93.22818686,98.94032032,104.4466241,119.5640085,120.2534966,63.04518837,90.68093313,97.08078942,80.71615294,93.94900987,113.6300828,113.3968978,118.9956865,122.7294349,143.29867,122.1283876,141.3688854,170.705642,
French Polynesia,PYF,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8139987,66.39241218,,,,,76.77655092,90.12517483,88.13929712,102.0376077,81.07434615,88.93416482,91.02192285,114.5296161,
Romania,ROU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.855252512,0.872505509,0.976532012,2.730795365,5.403105309,5.88688062,14.62399583,16.10704956,20.68050328,17.55133855,7.068817822,7.508726297,8.352069362,7.280838257,,12.94812712,11.20954552,10.42211493,9.753897568,11.24032616,8.570623178,10.40171104,10.1499733,
Russian Federation,RUS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.30233446,62.38341351,38.29830209,37.37454375,33.61682066,18.7412012,28.84072031,48.72007177,39.60266438,34.76172295,46.74933199,46.6467509,
Rwanda,RWA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.03629263,,
South Asia,SAS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.98326833,24.57745518,32.20037428,49.74712034,55.49345615,65.65657,80.82345915,138.2677473,55.32930396,86.40679425,91.87414343,60.20089143,74.14790525,64.06969529,77.52448902,76.8291165,69.31130568,87.5484836,76.15987125,72.34725245,86.38547108,
Saudi Arabia,SAU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.27994417,66.90736159,50.48475591,50.73199898,62.59526928,63.87456709,64.35573045,69.59315201,65.55154739,60.78448966,299.4986171,345.353061,
Sudan,SDN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,146.3896374,205.2570859,245.5526495,72.94439135,87.29893216,62.00965155,57.78321237,89.41855637,85.45640697,94.64085884,117.9191856,94.81015026,104.678721,93.8679306,218.9112969,181.960861,168.5486483,155.8151292,104.3084375,110.7996527,223.6587457,159.0707681,128.8364307,109.6692939,152.0835253,189.0680376,201.3493118,258.5516955,297.9832236,136.8584686,247.8707359,269.892024,214.1650965,259.2718036,242.0255018,239.1069543,207.7750927,200.8665021,229.3911945,182.2972252,185.7049186,189.0015479,
Solomon Islands,SLB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.345417751,12.46998688,25.2738247,48.83666535,68.57095373,29.3804938,31.64741808,9.943598353,8.233320054,,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.9555766,109.7355227,94.98414757,92.47286663,68.9554376,98.34460808,,,,,101.4461465,107.8658781,119.1769102,,,,,,,,,,,,,,,
South Sudan,SSD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.9555766,109.7355227,94.98414757,92.47286663,68.9554376,98.34460808,,,,,101.4461465,107.8658781,119.1769102,,,,,,,,,,,,,,,
Small states,SST,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89517188,14.56032969,4.651289436,4.332133958,4.907632358,2.178724495,1.509896864,1.491593137,1.765826883,2.625461494,2.75967809,4.194232564,3.913389517,8.240298546,7.983481648,5.334144702,5.69559249,4.570820927,5.435022064,5.703960241,5.676006862,5.300785328,,,,,,,
Slovenia,SVN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.032947117,13.47827479,12.56638504,15.27701767,16.57998949,23.74596022,24.07355808,28.11817694,21.81625591,38.45326279,60.04031688,21.15365911,24.00922254,19.55754858,12.26325211,13.90115237,14.72339818,15.03956629,13.99985886,11.75522725,13.00361603,13.41233669,14.58322906,15.73087578,
Sweden,SWE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,2.654279358,2.909522968,8.045984239,9.789860033,8.652581744,9.085454351,13.2748604,16.25866351,28.8007954,23.51076891,32.68012085,42.0969486,38.45547187,48.15535601,54.70966805,35.14075894,35.39205841,27.46165013,47.19818981,52.07096137,64.55163764,82.39498852,98.71860374,102.9165025,136.1968394,124.9218987,97.57361257,67.12310276,86.70202697,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.85694085,19.9448795,29.39866046,7.541213173,5.392844728,6.126426328,4.201712454,8.239991556,10.31749045,7.838050805,8.0156449,6.17753889,6.000570277,6.75224624,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.47553358,,
Syrian Arab Republic,SYR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8594864,32.59834433,27.63100615,47.72074081,115.7282118,37.93597172,68.41463933,67.6193223,48.96131362,49.41766769,46.1112008,60.27204147,72.55901118,65.69965084,72.30800231,49.21882676,61.32461229,81.8254569,
Europe & Central Asia (IDA & IBRD countries),TEC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7186905,46.09524429,29.46611306,35.4376733,28.48463846,20.16487638,24.44075621,32.45331466,32.8119743,26.60787086,34.25499405,36.32877081,
Togo,TGO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.95125212,23.96637647,38.75321211,51.39239601,99.40222436,86.64923516,82.86786562,52.82992293,15.23912346,30.13174484,45.13852714,23.11645197,29.87883032,33.88240624,78.15646859,66.73985928,65.4373067,63.20455442,74.97052681,35.39267669,62.81488351,81.42122995,72.40425058,98.03754456,84.30620216,105.6677927,86.9177938,104.7391468,120.2557332,98.81331398,104.6219701,108.7021074,
Tajikistan,TJK,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.01724592,23.05697606,19.85148033,31.39576301,37.62266913,41.73195686,50.33459795,67.90768807,30.06700438,62.80316935,61.76523965,43.50004855,48.73367597,41.10058592,35.44100452,29.48886464,37.16972776,42.12692567,39.18788305,46.20746844,52.84673069,
Timor-Leste,TLS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.46171634,20.46055437,18.28842982,41.2480801,23.11451426,20.58266413,19.83220646,23.05796313,28.08399674,,160.8485837,
Tonga,TON,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.98326833,24.57745518,32.20037428,49.74712034,55.49345615,65.65657,80.82345915,138.2677473,55.32930396,86.40679425,91.87414343,60.20089143,74.14790525,64.06969529,77.52448902,76.8291165,69.31130568,87.5484836,76.15987125,72.34725245,86.38547108,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.9555766,109.7355227,94.98414757,92.47286663,68.9554376,98.34460808,,,,,101.4461465,107.8658781,119.1769102,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.92234737,44.06975472,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.34089939,19.20640223,10.78319259,9.965797829,,,,,,,,,,,,23.05260963,20.07776169,,17.6659412,17.39324336,19.26440601,19.04881951,21.1616477,19.51224151,20.2911443,20.15079167,
Turkiye,TUR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.32122083,16.53151084,12.2557186,16.70296584,32.18328703,12.19187148,43.96341797,25.41384178,23.98399731,15.00249219,21.73574247,24.04102705,31.60074531,28.87942716,41.76064122,15.26153479,35.68246391,38.92484176,23.49585253,35.79526975,20.43735541,23.40507426,21.85100629,19.75006639,26.48577529,19.17391749,24.3396446,32.96919689,
Tuvalu,TUV,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.348337046,1.73056526,2.931162036,,,,,,,,,,,,,,,,,,,10.38617243,
Uganda,UGA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.54580933,15.15006089,,11.57438717,9.173024025,6.28312613,4.770223986,4.637323049,3.373370453,,,
Upper middle income,UMC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.30319301,39.33562457,39.60618145,54.47115719,99.19791092,37.37704287,69.48133254,67.43560093,46.93281941,49.52570979,45.1262641,50.79991954,60.82068786,60.61375801,65.98856771,47.15884641,59.81874667,78.5505453,
Uruguay,URY,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.738847048,1.383341399,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,41.77092582,47.13858991,40.0724172,36.654251,37.81747118,47.59018894,39.39958049,43.5692922,49.78028298,39.68086342,53.02763392,55.41805006,52.14532621,53.08839138,59.95188582,51.87613279,67.54641223,69.71803715,76.56243287,70.50327257,90.99809431,105.0460652,125.5619309,142.5889796,153.4328697,147.379062,132.1466528,101.1466351,124.5261452,133.6127379,130.3827345,141.644163,137.6396816,78.47250698,104.1388183,114.8481129,100.2626899,114.8539751,142.6977437,150.0260328,137.6881854,146.3067053,164.9132189,148.2307899,158.5092636,193.3463708,
Uzbekistan,UZB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.98709493,8.435488657,5.535700644,14.26566758,16.98507648,8.299923482,7.607661649,6.91476009,5.057444845,4.284041662,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.47432946,31.4174488,25.03715823,15.04192803,18.76656644,21.11631428,22.4572091,24.54837301,28.48048869,44.53826623,42.77659813,44.80647336,53.66418856,
Vanuatu,VUT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,27.17255113,30.7194669,25.82677644,23.08240751,25.34225846,29.5305011,27.52926318,30.78809929,36.81048072,34.69570084,46.93971439,53.44851438,55.4878831,59.94418224,69.2733718,50.72593061,56.74836798,50.15674585,61.69737244,60.67363856,63.74100491,71.90620322,80.38414223,89.24759562,114.7037695,100.7015464,88.10067682,72.36721304,84.61374624,88.91837583,92.28644633,105.772999,113.6432836,55.9297697,83.46429279,86.94460161,68.46272371,78.04725077,88.64383383,89.99411406,94.29828452,96.72297274,110.7365256,91.48383364,108.0485264,133.1669163,
Samoa,WSM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,56.1698208,47.87459193,53.09285132,59.96196287,70.5350341,62.44132313,80.3683401,90.62201528,86.02143835,62.90592119,86.0028957,139.9388384,143.7689285,121.362769,134.595602,108.584475,136.6114234,111.6285325,147.488109,169.0567264,161.5215412,147.9881749,136.1370587,110.1665314,171.4263705,134.6268559,108.8916473,140.9877011,132.3459295,172.9899251,190.1593046,234.0651201,248.6479531,152.6893096,242.3097384,221.6302228,172.2030822,208.9599588,235.1820912,244.9982867,212.2654711,293.9934886,322.7109753,214.105382,271.8801964,311.4535946,
Zambia,ZMB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24119923,6.033824508,11.66017026,8.079581926,8.035103771,,7.326935963,,15.41564069,26.52241438,30.20594355,23.14488248,,,,,13.57432139,,,,,,,,,,
Zimbabwe,ZWE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.90647318,24.45478854,29.95385902,42.47629755,22.6173141,14.93431348,35.88050889,,,,,,,,,,,,,,,,,,,,,,
